Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
33,Travel_Rarely,123,Research & Development,6,5,Life Sciences,1,231,1,Male,44,3,1,Research Scientist,1,Married,3190,12741,3,Y,No,5,3,4,80,0,9,2,1,6,4,2,5
28,Travel_Rarely,1157,Research & Development,17,3,Technical Degree,1,233,2,Male,51,3,1,Research Scientist,1,Married,3211,13364,0,Y,No,5,2,4,80,1,7,6,2,6,2,2,2
37,Travel_Frequently,1628,Research & Development,2,2,Medical,1,238,5,Male,33,1,1,Laboratory Technician,4,Single,2443,16568,4,Y,No,17,2,4,80,0,14,3,2,9,7,8,3
31,Non-Travel,100,Research & Development,9,3,Medical,1,239,1,Male,59,3,2,Laboratory Technician,1,Divorced,3410,9911,1,Y,No,11,3,1,80,2,13,4,1,13,9,7,11
46,Travel_Rarely,1395,Sales,8,2,Life Sciences,1,240,4,Female,33,3,2,Sales Executive,1,Divorced,5757,6951,4,Y,Yes,15,2,1,80,1,10,3,1,6,4,1,4
57,Travel_Rarely,749,Research & Development,6,3,Life Sciences,1,241,3,Female,70,3,1,Research Scientist,1,Married,4853,14636,4,Y,Yes,14,3,1,80,1,20,3,1,3,2,3,3
34,Travel_Rarely,137,Research & Development,1,3,Life Sciences,1,242,4,Male,92,3,1,Research Scientist,2,Single,2850,10778,0,Y,No,14,4,0,80,0,5,5,1,4,1,1,3
47,Travel_Rarely,579,Sales,1,2,Marketing,1,244,2,Female,101,1,3,Sales Executive,4,Divorced,10976,2351,1,Y,Yes,5,2,4,80,3,25,2,3,25,13,16,8
39,Travel_Rarely,1518,Research & Development,9,2,Life Sciences,1,245,1,Female,83,3,1,Laboratory Technician,1,Single,2677,6951,1,Y,No,17,2,4,80,0,3,6,3,3,2,3,2
32,Travel_Rarely,154,Research & Development,12,1,Medical,1,246,4,Female,105,3,1,Research Scientist,1,Married,4479,7682,8,Y,Yes,14,3,1,80,1,8,0,3,5,2,1,3
35,Travel_Rarely,692,Research & Development,27,2,Medical,1,247,5,Female,105,3,1,Research Scientist,4,Single,2427,6282,2,Y,No,5,4,2,80,0,10,3,3,4,2,2,0
51,Travel_Rarely,344,Research & Development,1,3,Medical,1,249,1,Male,90,2,1,Laboratory Technician,4,Married,4317,3596,2,Y,No,17,4,5,80,1,6,2,1,4,2,1,3
54,Travel_Rarely,1138,Research & Development,7,2,Medical,1,250,5,Female,60,5,2,Manufacturing Director,0,Divorced,4673,27563,1,Y,No,5,2,3,80,2,6,3,4,5,2,2,4
34,Travel_Rarely,978,Research & Development,14,3,Medical,1,252,4,Female,76,1,1,Research Scientist,2,Married,3225,4907,1,Y,No,17,3,5,80,1,9,5,3,9,7,2,7
41,Travel_Rarely,1088,Research & Development,4,1,Medical,1,253,4,Female,51,4,5,Manager,3,Divorced,21698,7149,1,Y,No,14,4,1,80,1,22,2,3,21,8,10,10
56,Travel_Rarely,727,Research & Development,14,4,Medical,1,254,3,Male,64,5,5,Research Director,4,Single,19658,14006,8,Y,No,5,4,2,80,0,37,3,1,25,15,3,16
35,Travel_Frequently,1176,Research & Development,1,1,Life Sciences,1,256,1,Male,50,2,2,Manufacturing Director,4,Married,10979,15481,1,Y,No,15,4,1,80,0,11,-1,2,11,9,2,10
52,Travel_Rarely,321,Research & Development,3,3,Medical,1,258,2,Female,100,1,4,Healthcare Representative,4,Single,16069,7372,3,Y,No,17,3,4,80,0,22,6,3,8,7,2,1
53,Travel_Rarely,769,Research & Development,1,4,Life Sciences,1,259,4,Male,72,2,5,Manager,4,Married,22799,6246,0,Y,No,14,3,1,80,1,35,5,1,34,18,12,10
28,Travel_Rarely,1252,Research & Development,9,3,Medical,1,260,2,Female,139,3,3,Research Director,1,Married,2803,16493,1,Y,No,23,5,4,80,0,8,2,1,8,0,0,4
44,Non-Travel,1613,Research & Development,7,3,Medical,1,262,2,Male,44,1,3,Research Director,4,Divorced,2193,6274,4,Y,No,5,4,4,80,3,8,6,4,6,0,0,3
46,Non-Travel,1255,Research & Development,2,2,Medical,1,264,4,Male,68,2,4,Manager,2,Married,19143,21485,9,Y,No,14,4,5,80,1,23,4,3,21,8,12,9
38,Travel_Rarely,297,Research & Development,21,3,Life Sciences,1,267,1,Male,67,1,1,Research Scientist,4,Married,4170,23551,1,Y,Yes,17,3,4,80,1,9,5,2,9,7,2,8
36,Travel_Frequently,145,Research & Development,2,3,Medical,1,269,1,Female,39,3,2,Laboratory Technician,4,Single,5177,16785,5,Y,No,17,2,4,80,0,11,7,3,7,2,2,3
43,Non-Travel,1019,Research & Development,11,2,Medical,1,270,1,Female,40,3,2,Manufacturing Director,1,Divorced,5528,18083,2,Y,No,5,4,1,80,1,12,5,1,6,3,1,3
39,Travel_Rarely,1387,Research & Development,2,4,Life Sciences,1,271,4,Male,97,3,2,Manufacturing Director,1,Married,6881,7985,9,Y,No,5,4,1,80,0,15,1,1,2,0,1,1
39,Travel_Rarely,1301,Research & Development,44,3,Technical Degree,1,273,2,Male,65,3,2,Manufacturing Director,4,Married,7513,5022,3,Y,Yes,20,5,1,80,1,10,5,0,8,7,2,8
28,Travel_Frequently,519,Research & Development,1,1,Technical Degree,1,274,4,Male,66,4,2,Manufacturing Director,1,Married,5029,10647,5,Y,No,17,4,1,80,1,7,4,3,3,2,3,1
50,Non-Travel,902,Research & Development,9,4,Life Sciences,1,275,2,Male,83,3,2,Manufacturing Director,3,Divorced,7144,21414,1,Y,Yes,5,2,1,80,2,8,-1,1,8,7,2,8
35,Travel_Frequently,900,Research & Development,10,4,Medical,1,277,4,Male,44,1,1,Research Scientist,1,Divorced,4006,6121,1,Y,Yes,5,4,5,80,1,6,7,4,6,3,3,1
41,Travel_Rarely,996,Research & Development,19,2,Medical,1,281,4,Male,109,3,2,Laboratory Technician,4,Married,3207,18175,8,Y,Yes,17,4,4,80,1,16,2,4,8,2,4,8
23,Travel_Rarely,1164,Research & Development,4,3,Life Sciences,1,284,4,Male,61,4,1,Research Scientist,1,Divorced,2724,12702,1,Y,Yes,17,2,1,80,1,5,2,4,5,2,3,3
37,Travel_Frequently,667,Research & Development,18,1,Medical,1,286,1,Female,77,3,1,Laboratory Technician,5,Single,2454,8088,1,Y,No,14,3,4,80,0,9,5,1,9,1,2,8
41,Non-Travel,1180,Research & Development,7,5,Life Sciences,1,287,4,Male,65,2,2,Healthcare Representative,4,Married,5607,14598,9,Y,No,15,4,2,80,1,6,8,1,4,2,1,3
47,Travel_Rarely,660,Research & Development,1,4,Medical,1,288,5,Male,99,3,3,Healthcare Representative,4,Divorced,10711,12677,7,Y,No,14,2,4,80,1,18,3,3,5,2,1,4
31,Non-Travel,850,Research & Development,2,1,Life Sciences,1,292,3,Male,90,1,3,Manufacturing Director,1,Single,9915,21448,1,Y,No,17,4,4,80,0,13,3,3,12,8,6,9
28,Travel_Frequently,1118,Sales,20,3,Life Sciences,1,293,2,Female,81,3,2,Sales Executive,3,Single,11079,11624,1,Y,No,11,3,4,80,0,8,5,3,8,7,1,8
52,Travel_Rarely,1763,Research & Development,12,4,Life Sciences,1,296,1,Male,97,2,5,Research Director,1,Married,14988,18883,5,Y,No,20,4,2,80,3,17,5,1,11,9,5,8
42,Travel_Rarely,1254,Sales,6,3,Life Sciences,1,298,4,Female,105,1,3,Manager,4,Single,14271,20544,3,Y,Yes,5,4,1,80,0,17,3,3,2,0,1,1
46,Non-Travel,947,Sales,6,3,Medical,1,302,4,Female,51,2,3,Sales Executive,3,Single,9486,15156,6,Y,Yes,7,2,4,80,0,24,0,3,20,7,13,9
55,Travel_Rarely,1032,Sales,5,3,Marketing,1,303,3,Female,47,1,2,Sales Executive,1,Married,6237,15310,2,Y,No,5,2,4,80,1,17,6,3,7,2,1,6
37,Travel_Rarely,1256,Research & Development,4,2,Life Sciences,1,304,2,Male,56,3,2,Laboratory Technician,1,Single,6210,8951,8,Y,No,5,2,2,80,0,17,4,4,14,11,4,0
34,Travel_Rarely,162,Research & Development,4,4,Medical,1,305,3,Female,52,2,1,Research Scientist,2,Married,3068,14573,6,Y,No,17,3,5,80,0,8,6,3,4,2,2,2
38,Travel_Frequently,729,Research & Development,6,3,Other,1,306,1,Male,52,3,3,Research Director,2,Divorced,12794,11062,1,Y,Yes,5,3,3,80,3,11,1,4,11,8,1,8
39,Travel_Rarely,125,Sales,3,3,Life Sciences,1,307,1,Male,80,1,3,Sales Executive,1,Divorced,12413,10129,0,Y,No,17,4,4,80,2,18,6,4,17,10,6,14
32,Non-Travel,1077,Research & Development,1,4,Medical,1,308,4,Male,99,0,2,Manufacturing Director,3,Married,4562,4819,0,Y,No,5,4,2,80,1,7,5,3,6,4,2,5
60,Travel_Rarely,146,Research & Development,2,3,Life Sciences,1,309,1,Male,72,1,1,Research Scientist,5,Married,2482,8667,3,Y,No,14,2,1,80,1,8,9,3,2,0,1,0
38,Travel_Frequently,287,Sales,6,4,Marketing,1,311,1,Male,37,3,1,Sales Representative,3,Married,2933,2285,4,Y,No,5,2,1,80,1,14,5,3,10,8,6,9
30,Travel_Frequently,1448,Sales,1,1,Medical,1,312,1,Female,43,3,3,Sales Executive,2,Married,8314,6764,1,Y,No,5,3,5,80,1,12,5,3,12,10,5,2
36,Travel_Frequently,1038,Sales,1,3,Marketing,1,314,4,Female,101,3,3,Sales Executive,3,Single,9228,10006,1,Y,No,5,3,4,80,0,11,1,4,11,7,1,9
53,Travel_Rarely,1455,Research & Development,4,3,Life Sciences,1,316,1,Female,98,2,1,Laboratory Technician,5,Single,3373,3630,7,Y,Yes,5,3,4,80,0,7,6,2,3,2,3,3
43,Travel_Rarely,638,Research & Development,4,2,Technical Degree,1,319,4,Male,70,1,5,Manager,4,Married,20194,5920,1,Y,No,5,4,4,80,0,23,3,3,23,17,12,16
60,Travel_Rarely,1063,Human Resources,12,2,Medical,1,321,1,Male,68,3,1,Human Resources,1,Married,2743,33354,8,Y,No,21,4,4,80,0,8,2,2,3,2,3,3
51,Travel_Rarely,875,Sales,1,4,Medical,1,323,5,Female,70,3,5,Manager,5,Married,20493,24721,3,Y,No,5,4,4,80,1,33,6,2,8,0,1,7
44,Travel_Rarely,1344,Sales,16,3,Marketing,1,327,4,Female,104,3,4,Manager,4,Married,19277,10067,5,Y,Yes,20,5,4,80,1,23,4,3,18,13,2,10
53,Non-Travel,810,Sales,2,4,Life Sciences,1,329,0,Male,83,2,5,Manager,3,Single,20021,22082,1,Y,Yes,5,3,2,80,0,34,0,4,34,7,16,13
33,Travel_Rarely,1436,Sales,3,2,Life Sciences,1,330,4,Female,57,3,1,Sales Representative,1,Married,4128,21515,2,Y,No,5,4,4,80,1,7,3,3,5,3,2,3
40,Travel_Rarely,1860,Research & Development,1,4,Medical,1,332,4,Female,125,3,1,Laboratory Technician,3,Divorced,2701,20042,7,Y,Yes,21,5,4,80,3,8,4,3,4,2,2,3
33,Non-Travel,1025,Sales,26,4,Marketing,1,333,4,Male,105,3,2,Sales Executive,4,Divorced,4688,12672,0,Y,No,5,2,1,80,0,5,2,3,4,2,3,3
42,Travel_Rarely,1975,Research & Development,19,2,Life Sciences,1,334,1,Male,50,1,3,Research Director,2,Divorced,3779,27828,2,Y,No,23,4,1,80,2,18,1,1,2,0,0,1
41,Travel_Rarely,1560,Research & Development,12,2,Technical Degree,1,335,1,Male,74,3,3,Research Director,2,Divorced,4082,29336,1,Y,Yes,23,5,1,80,3,10,1,3,10,0,0,8
46,Travel_Rarely,265,Research & Development,1,3,Other,1,336,1,Male,74,4,5,Manager,4,Married,21890,16769,0,Y,No,14,3,1,80,1,26,1,1,25,0,2,8
32,Travel_Frequently,1725,Research & Development,5,4,Medical,1,337,4,Male,95,3,5,Research Director,4,Divorced,16820,17580,9,Y,No,23,4,1,80,2,10,3,3,3,2,3,3
34,Travel_Rarely,998,Research & Development,4,4,Life Sciences,1,338,4,Female,76,2,3,Research Director,4,Married,3581,17731,1,Y,No,23,4,4,80,1,3,2,2,3,0,0,3
35,Travel_Rarely,517,Research & Development,1,4,Life Sciences,1,339,5,Male,92,1,2,Manufacturing Director,4,Married,6791,26056,6,Y,No,14,2,1,80,1,14,3,3,12,9,6,10
38,Travel_Rarely,915,Research & Development,1,2,Medical,1,340,1,Female,75,2,1,Research Scientist,1,Married,4351,16827,2,Y,No,11,3,1,80,1,18,5,2,4,1,1,3
46,Travel_Frequently,1079,Research & Development,7,4,Life Sciences,1,341,1,Male,69,4,2,Manufacturing Director,2,Married,6756,4606,4,Y,Yes,5,2,4,80,1,10,2,3,4,2,1,3
40,Travel_Frequently,455,Research & Development,2,4,Technical Degree,1,343,2,Female,58,1,3,Healthcare Representative,3,Married,12141,5778,0,Y,No,11,3,3,80,0,21,-1,3,20,6,12,0
30,Travel_Rarely,732,Research & Development,15,3,Life Sciences,1,346,1,Male,66,3,1,Research Scientist,5,Single,2738,24940,1,Y,No,17,3,1,80,0,7,1,3,7,5,2,0
43,Travel_Rarely,1008,Research & Development,9,2,Life Sciences,1,347,4,Female,90,4,2,Research Scientist,1,Single,6872,25318,3,Y,No,5,3,3,80,0,11,0,3,4,2,1,3
30,Travel_Rarely,1309,Sales,20,2,Marketing,1,349,5,Male,47,3,2,Sales Executive,2,Divorced,8109,11269,2,Y,No,17,3,5,80,1,11,2,3,4,2,1,3
26,Travel_Rarely,719,Research & Development,1,3,Life Sciences,1,350,1,Female,65,3,2,Manufacturing Director,3,Married,5731,7880,0,Y,No,17,2,4,80,2,6,6,1,5,2,2,3
43,Travel_Rarely,276,Research & Development,1,3,Medical,1,351,2,Female,57,2,1,Laboratory Technician,0,Divorced,2723,8207,0,Y,Yes,5,4,3,80,1,11,4,1,10,6,8,9
41,Travel_Rarely,1274,Research & Development,2,2,Medical,1,352,1,Male,44,3,5,Research Director,3,Divorced,21574,5354,0,Y,No,11,3,3,80,1,23,4,3,22,7,4,10
52,Travel_Rarely,875,Research & Development,1,3,Life Sciences,1,353,3,Male,101,3,1,Research Scientist,2,Married,3104,24393,1,Y,No,14,3,4,80,0,2,0,2,2,0,1,1
33,Travel_Frequently,1835,Research & Development,5,3,Life Sciences,1,359,3,Male,140,4,1,Laboratory Technician,3,Married,3381,36487,1,Y,No,21,4,1,80,0,6,6,1,6,1,1,4
39,Non-Travel,1460,Sales,2,2,Life Sciences,1,361,5,Male,43,1,2,Sales Executive,1,Married,6141,21650,3,Y,No,17,2,5,80,1,14,0,3,9,7,8,6
33,Travel_Rarely,128,Research & Development,4,1,Technical Degree,1,362,2,Male,84,1,2,Laboratory Technician,1,Married,2415,19737,4,Y,No,11,3,2,80,0,10,5,3,7,2,1,5
47,Travel_Rarely,586,Sales,1,3,Technical Degree,1,363,1,Female,90,0,4,Manager,2,Married,20753,17972,3,Y,No,23,2,4,80,2,29,2,2,8,7,8,8
30,Travel_Rarely,1089,Sales,2,3,Medical,1,366,1,Male,70,2,2,Sales Executive,1,Married,7375,3318,2,Y,No,11,3,1,80,2,11,3,3,1,0,1,1
32,Travel_Rarely,1500,Research & Development,23,3,Medical,1,367,1,Male,66,2,2,Healthcare Representative,2,Married,6419,14768,0,Y,No,15,2,4,80,1,11,2,3,10,0,8,9
26,Non-Travel,878,Research & Development,3,2,Life Sciences,1,369,4,Male,111,4,2,Healthcare Representative,3,Divorced,4200,23899,1,Y,No,5,5,4,80,2,7,2,3,7,3,2,6
46,Travel_Rarely,1524,Research & Development,20,2,Medical,1,372,3,Male,87,3,4,Healthcare Representative,2,Married,15520,8251,0,Y,Yes,15,3,1,80,0,22,2,3,21,7,5,11
37,Travel_Rarely,1473,Research & Development,6,3,Life Sciences,1,373,2,Male,49,3,1,Laboratory Technician,4,Divorced,3691,21264,0,Y,No,15,3,1,80,1,17,7,3,16,13,11,12
56,Travel_Rarely,588,Research & Development,1,3,Medical,1,374,4,Male,105,4,5,Manager,3,Single,23044,24619,0,Y,Yes,21,4,4,80,0,38,2,3,37,10,5,14
29,Travel_Rarely,1505,Research & Development,9,3,Medical,1,377,2,Male,122,4,3,Research Director,4,Married,2484,3397,1,Y,No,20,5,4,80,1,6,6,4,6,0,0,0
38,Travel_Rarely,296,Sales,12,4,Medical,1,378,4,Male,127,3,4,Sales Executive,2,Married,7802,29673,4,Y,No,20,4,1,80,1,8,5,4,6,4,1,2
22,Travel_Rarely,1046,Research & Development,5,2,Medical,1,379,2,Male,105,2,1,Research Scientist,1,Single,3682,11058,1,Y,No,14,4,4,80,0,4,6,1,4,2,2,1
38,Non-Travel,764,Research & Development,1,4,Medical,1,380,1,Female,84,3,3,Research Director,5,Divorced,14283,12261,2,Y,Yes,5,2,4,80,2,16,2,1,6,2,1,3
36,Travel_Rarely,1381,Research & Development,33,3,Life Sciences,1,381,2,Female,75,1,3,Manager,1,Divorced,13795,20055,7,Y,No,15,3,1,80,1,11,6,2,8,7,7,3
39,Travel_Rarely,419,Sales,7,2,Medical,1,382,1,Female,57,4,4,Sales Executive,3,Divorced,6894,24948,1,Y,Yes,23,5,4,80,1,9,3,3,9,0,8,8
27,Travel_Frequently,1331,Research & Development,2,3,Life Sciences,1,384,3,Female,76,3,2,Manufacturing Director,2,Divorced,7101,24090,1,Y,Yes,11,3,1,80,1,7,6,1,7,5,2,5
51,Travel_Rarely,797,Research & Development,3,1,Life Sciences,1,385,1,Male,96,3,5,Research Director,2,Divorced,20484,15815,3,Y,No,7,2,1,80,2,29,6,2,11,4,2,7
54,Travel_Rarely,963,Research & Development,3,4,Medical,1,386,3,Male,41,3,4,Research Director,1,Married,18815,18914,3,Y,Yes,7,2,2,80,3,22,8,2,6,3,2,0
43,Travel_Rarely,572,Sales,1,1,Life Sciences,1,387,2,Male,89,1,2,Sales Executive,3,Married,5447,22079,1,Y,No,11,3,2,80,0,21,2,3,21,16,12,7
30,Travel_Frequently,464,Sales,3,2,Life Sciences,1,388,1,Male,46,1,2,Sales Executive,5,Single,5237,21273,1,Y,No,15,4,1,80,0,11,3,2,11,7,1,10
56,Travel_Rarely,147,Research & Development,10,2,Technical Degree,1,389,1,Male,37,1,2,Laboratory Technician,2,Married,6011,15972,3,Y,Yes,11,3,2,80,1,13,4,1,11,7,1,9
27,Travel_Frequently,508,Research & Development,22,2,Medical,1,390,0,Male,61,3,2,Healthcare Representative,4,Married,5452,23290,1,Y,Yes,15,4,1,80,1,6,2,3,6,3,4,4
38,Travel_Rarely,1406,Research & Development,1,3,Life Sciences,1,391,2,Female,43,4,1,Research Scientist,2,Single,2475,16278,1,Y,Yes,17,4,1,80,0,18,6,3,18,12,6,8
39,Travel_Rarely,757,Research & Development,23,4,Life Sciences,1,393,4,Male,90,3,2,Healthcare Representative,5,Divorced,6032,20789,9,Y,No,5,2,4,80,1,11,2,3,3,2,2,3
29,Travel_Rarely,1173,Research & Development,16,2,Life Sciences,1,395,4,Female,69,3,1,Research Scientist,4,Married,3476,4712,1,Y,No,5,2,5,80,0,6,3,3,6,3,1,3
50,Travel_Frequently,668,Research & Development,10,4,Life Sciences,1,396,1,Female,37,1,5,Research Director,4,Single,21838,26874,9,Y,Yes,17,3,4,80,0,23,2,3,4,2,2,3
37,Travel_Rarely,519,Research & Development,3,3,Technical Degree,1,397,3,Male,31,3,2,Research Scientist,2,Single,4709,26942,4,Y,No,5,4,2,80,0,11,2,3,9,0,8,0
32,Travel_Frequently,488,Sales,5,3,Marketing,1,399,1,Female,92,3,1,Sales Representative,2,Divorced,2928,4300,1,Y,No,5,2,4,80,1,3,5,2,3,2,3,3
38,Travel_Frequently,933,Research & Development,9,3,Medical,1,403,1,Male,56,4,1,Research Scientist,5,Married,2721,11982,1,Y,Yes,17,2,3,80,3,5,6,2,5,2,2,3
43,Travel_Frequently,583,Sales,26,3,Marketing,1,404,1,Female,81,3,4,Sales Executive,1,Married,15824,15607,5,Y,No,17,4,4,80,1,24,4,4,21,4,5,9
36,Travel_Rarely,1109,Sales,16,3,Marketing,1,406,1,Male,86,4,3,Sales Executive,2,Married,8421,4590,0,Y,No,5,2,3,80,2,13,3,2,12,9,7,10
37,Travel_Frequently,736,Research & Development,18,4,Life Sciences,1,407,1,Male,105,5,1,Laboratory Technician,4,Married,4426,9259,4,Y,No,20,4,4,80,2,5,2,3,2,0,1,1
52,Travel_Rarely,1172,Research & Development,2,3,Medical,1,408,4,Male,76,1,2,Manufacturing Director,1,Divorced,6085,14689,5,Y,No,11,3,4,80,1,14,3,3,5,1,2,3
42,Travel_Rarely,351,Sales,2,4,Life Sciences,1,410,5,Male,92,3,4,Manager,1,Single,18417,16691,1,Y,No,15,2,4,80,0,23,2,3,23,10,1,5
19,Travel_Rarely,812,Sales,10,3,Medical,1,411,2,Female,69,4,1,Sales Representative,2,Single,1332,9724,1,Y,No,11,2,1,80,0,1,2,3,1,0,1,1
29,Travel_Rarely,1550,Research & Development,16,2,Medical,1,412,4,Male,71,4,2,Healthcare Representative,1,Single,5944,5065,0,Y,No,5,2,1,80,0,10,2,3,9,3,1,8
32,Travel_Rarely,240,Sales,7,3,Technical Degree,1,416,2,Male,110,4,2,Sales Executive,4,Married,8107,13465,4,Y,No,17,2,1,80,1,11,6,4,9,7,8,8
40,Travel_Rarely,1472,Research & Development,1,3,Medical,1,417,4,Male,62,4,5,Healthcare Representative,4,Divorced,11824,14225,0,Y,No,23,4,1,80,3,20,5,2,19,10,4,0
37,Non-Travel,1105,Research & Development,24,4,Life Sciences,1,419,1,Female,47,1,2,Laboratory Technician,1,Married,6298,6927,7,Y,No,11,3,2,80,1,12,3,3,10,8,1,9
33,Travel_Rarely,951,Sales,7,3,Life Sciences,1,420,5,Male,96,2,2,Sales Executive,1,Married,6416,17834,1,Y,No,17,2,3,80,1,14,3,2,14,8,5,0
39,Travel_Rarely,870,Research & Development,25,2,Life Sciences,1,421,0,Female,83,2,3,Research Director,1,Divorced,13870,27375,3,Y,No,15,3,4,80,1,20,2,3,11,8,1,2
59,Non-Travel,468,Research & Development,1,4,Life Sciences,1,422,4,Male,38,1,2,Healthcare Representative,4,Divorced,6792,20467,2,Y,Yes,20,5,2,80,1,13,2,3,6,3,2,3
32,Travel_Rarely,691,Research & Development,4,4,Technical Degree,1,423,3,Male,86,3,1,Research Scientist,2,Married,5351,10077,0,Y,Yes,11,3,2,80,1,7,7,1,6,2,1,4
32,Travel_Rarely,106,Human Resources,3,3,Human Resources,1,424,1,Male,62,2,2,Human Resources,1,Married,6731,17822,3,Y,No,5,2,2,80,0,10,4,3,3,2,2,1
46,Travel_Frequently,1249,Research & Development,7,3,Life Sciences,1,425,1,Male,97,3,3,Laboratory Technician,1,Divorced,5783,20308,1,Y,No,11,3,1,80,1,25,2,3,25,9,10,12
32,Travel_Rarely,192,Research & Development,2,4,Life Sciences,1,426,1,Male,32,3,1,Research Scientist,4,Divorced,2991,7747,0,Y,Yes,11,2,1,80,1,4,2,1,3,2,3,3
34,Travel_Frequently,608,Research & Development,5,4,Life Sciences,1,428,1,Female,81,3,3,Manager,1,Married,13660,25700,6,Y,No,15,2,1,80,2,13,-1,3,11,6,9,9
40,Travel_Rarely,152,Research & Development,8,1,Medical,1,429,1,Male,129,4,4,Manager,2,Married,20994,6962,1,Y,Yes,23,4,4,80,0,22,4,3,22,9,12,11
44,Travel_Frequently,194,Research & Development,10,4,Life Sciences,1,430,1,Female,35,1,1,Laboratory Technician,5,Single,2823,11209,0,Y,No,15,4,1,80,0,10,8,3,9,7,2,8
50,Travel_Rarely,1200,Research & Development,2,2,Technical Degree,1,431,1,Female,99,1,4,Healthcare Representative,1,Married,15919,19591,7,Y,Yes,14,3,4,80,0,26,5,1,8,1,1,8
28,Travel_Rarely,1586,Research & Development,8,3,Life Sciences,1,434,1,Female,111,3,3,Research Director,4,Single,2974,27219,1,Y,Yes,20,4,1,80,0,5,2,2,5,0,0,0
33,Travel_Rarely,603,Sales,8,2,Technical Degree,1,436,1,Female,67,2,2,Sales Executive,2,Married,6117,25240,1,Y,Yes,17,2,4,80,0,14,0,3,14,12,12,10
28,Travel_Rarely,1377,Sales,4,3,Life Sciences,1,437,4,Male,74,3,2,Sales Executive,1,Single,4702,5242,1,Y,Yes,5,3,1,80,0,6,6,4,6,4,1,5
32,Travel_Rarely,622,Sales,7,3,Marketing,1,438,2,Male,66,3,2,Sales Executive,2,Divorced,8377,6429,4,Y,No,11,3,4,80,3,14,4,1,8,7,2,8
33,Travel_Rarely,916,Research & Development,3,4,Medical,1,439,1,Female,67,4,2,Research Scientist,3,Single,5308,9501,7,Y,No,5,2,3,80,0,11,0,2,8,7,1,8
31,Travel_Rarely,1148,Research & Development,14,2,Medical,1,441,4,Female,58,1,2,Research Scientist,4,Married,6064,10741,1,Y,No,5,3,4,80,2,12,2,3,11,8,2,10
32,Travel_Frequently,818,Research & Development,7,2,Life Sciences,1,442,3,Female,49,1,3,Manufacturing Director,3,Married,10463,14385,1,Y,No,17,4,1,80,1,11,3,3,11,9,9,0
40,Travel_Frequently,739,Research & Development,7,2,Medical,1,444,1,Male,59,2,5,Manager,4,Married,22548,23255,1,Y,No,17,3,4,80,1,22,2,3,22,9,14,4
34,Travel_Frequently,521,Sales,20,3,Marketing,1,446,1,Male,47,2,2,Sales Executive,1,Single,5478,4425,3,Y,No,17,3,1,80,0,10,9,2,8,7,1,2
48,Travel_Rarely,1519,Research & Development,5,5,Life Sciences,1,447,5,Male,43,1,5,Research Director,4,Married,19215,16784,4,Y,No,5,2,4,80,1,22,2,3,4,2,2,2
44,Travel_Frequently,615,Research & Development,5,4,Life Sciences,1,448,4,Female,90,2,2,Laboratory Technician,1,Divorced,6151,6850,1,Y,No,17,2,4,80,1,10,4,4,10,7,1,1
28,Non-Travel,221,Sales,2,1,Marketing,1,449,1,Male,77,1,2,Sales Executive,1,Married,7301,23212,0,Y,Yes,15,3,4,80,1,7,0,3,6,4,2,5
55,Travel_Frequently,974,Research & Development,20,4,Life Sciences,1,450,5,Female,33,3,2,Research Scientist,1,Single,5551,17729,3,Y,No,14,3,5,80,0,21,4,2,5,3,1,4
44,Travel_Rarely,1101,Research & Development,14,3,Life Sciences,1,451,1,Female,47,1,3,Healthcare Representative,1,Married,10484,10188,8,Y,No,5,3,4,80,1,11,-2,2,2,0,1,1
46,Travel_Rarely,563,Research & Development,8,4,Other,1,452,2,Male,77,3,2,Research Scientist,4,Married,4252,9510,9,Y,No,15,3,1,80,2,13,3,3,11,9,10,9
41,Travel_Rarely,1236,Sales,1,2,Medical,1,453,4,Male,63,1,2,Sales Executive,2,Married,7830,14600,2,Y,Yes,5,3,4,80,3,7,5,2,5,3,1,3
30,Travel_Rarely,664,Research & Development,9,5,Other,1,455,1,Male,27,2,1,Laboratory Technician,2,Single,4182,6859,0,Y,No,5,2,3,80,0,5,5,3,4,2,3,0
31,Travel_Rarely,599,Sales,5,3,Marketing,1,456,4,Female,32,2,2,Sales Executive,1,Divorced,6424,5703,1,Y,No,5,3,1,80,3,11,2,3,11,9,2,3
28,Travel_Rarely,1187,Sales,8,4,Marketing,1,458,4,Female,59,3,2,Sales Executive,2,Married,7146,3586,1,Y,No,15,4,4,80,1,9,5,3,9,7,1,8
38,Travel_Rarely,1311,Research & Development,5,2,Medical,1,460,5,Male,67,4,2,Manufacturing Director,2,Divorced,6664,25495,7,Y,No,5,3,3,80,2,9,2,2,7,2,1,0
