EmployeeNumber,Attrition,Age,DistanceFromHome,MonthlyIncome,PercentSalaryHike,TrainingTimesLastYear,RatioYearsPerCompany,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,BusinessTravel,Education,EnvironmentSatisfaction,JobInvolvement,JobLevel,JobSatisfaction,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,WorkLifeBalance,Department_Human Resources,Department_Research & Development,Department_Sales,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,Gender,OverTime
805,0,35,8,2572,16,1,1.5,3,2,0,2,1,4,1,3,1,4,3,2,1,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
806,0,30,1,3833,21,2,1.75,2,2,0,2,1,3,4,1,1,3,4,3,2,3,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
807,0,40,2,4244,24,2,4,8,7,3,7,2,2,3,4,2,2,4,4,1,3,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
808,0,34,8,6500,17,1,1,3,2,1,2,1,2,3,3,2,1,3,2,1,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
809,0,42,8,18430,13,4,12,24,7,14,9,2,3,2,3,5,4,3,2,1,2,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
811,1,23,6,1601,21,2,0.5,0,0,0,0,1,3,3,4,1,1,4,3,2,3,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
812,0,24,9,2694,11,4,0.5,1,0,0,0,0,3,3,2,1,2,3,3,3,3,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
813,0,52,11,3149,20,3,1,5,2,1,4,1,4,4,3,2,3,4,2,1,3,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
815,0,50,2,17639,16,3,5,4,3,0,3,1,3,3,3,4,3,3,4,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
816,1,29,1,2319,11,1,0.5,1,0,0,0,1,2,2,2,1,1,3,4,1,3,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1
817,0,33,7,11691,11,3,14,13,9,3,7,1,3,3,3,3,3,3,4,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
819,1,33,16,5324,15,3,1,3,2,0,2,1,3,1,3,2,1,3,3,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
820,0,47,2,16752,11,3,13,26,14,3,0,1,2,3,3,4,4,3,3,1,2,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
823,0,36,1,5228,15,2,10,9,7,0,5,1,3,3,3,2,2,3,1,1,3,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
824,0,29,23,2700,24,3,5,10,7,0,7,1,2,3,4,1,3,4,3,1,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
825,1,58,2,19246,12,2,5,31,15,13,8,1,4,4,3,5,2,3,4,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
826,0,35,1,2506,13,0,1.75,2,2,2,2,1,4,4,4,1,3,3,3,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
827,0,42,1,6062,13,4,0.8,4,3,0,2,1,2,4,2,2,4,3,4,1,3,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1
828,1,28,2,4382,17,3,0.714285714,2,2,2,1,1,4,3,3,1,3,3,4,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
829,0,36,13,2143,13,2,1.6,5,2,0,4,1,3,3,3,1,2,3,2,1,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
830,0,32,4,6162,12,3,7,14,13,6,8,1,3,3,2,2,3,3,3,1,3,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
832,0,40,16,5094,14,6,1.428571429,1,0,0,0,2,4,1,2,2,3,3,4,0,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
833,0,30,2,6877,24,4,2,0,0,0,0,1,3,3,2,2,4,4,2,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1
834,0,45,2,2274,14,3,0.5,1,0,0,0,1,3,2,2,1,3,3,4,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
836,0,42,29,4434,13,3,5,9,8,7,8,1,3,2,3,2,2,3,4,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
837,0,38,12,6288,15,3,4.333333333,4,3,1,2,2,3,1,2,2,1,3,3,1,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
838,0,34,16,2553,16,3,3,5,2,1,3,2,4,3,2,1,4,3,3,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
840,1,49,11,7654,18,3,4.5,9,8,7,7,1,3,3,3,3,4,3,1,2,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
842,1,55,2,5160,16,3,2.4,9,7,7,3,1,1,3,3,2,4,3,3,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
843,0,43,14,17159,24,3,3.142857143,4,1,1,0,1,2,2,3,4,1,4,3,1,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
844,0,27,5,12808,16,3,4.5,9,8,0,8,1,1,3,2,3,4,3,2,1,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
845,0,35,7,10221,21,3,4.25,8,5,1,6,1,3,3,3,3,3,4,2,0,4,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
846,0,28,2,4779,20,2,4,8,7,7,5,1,4,2,3,2,2,4,1,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1
847,0,34,3,3737,19,1,4,3,2,0,2,1,2,3,3,1,4,3,3,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
848,1,26,5,2366,14,2,4,8,7,1,7,2,2,3,2,1,3,3,1,1,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1
850,0,27,3,1706,11,6,0,0,0,0,0,0,3,4,3,1,4,3,3,3,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
851,0,51,26,16307,14,2,9.666666667,20,6,4,17,1,4,1,3,4,3,3,3,1,2,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
852,0,44,4,5933,12,2,1,5,2,2,3,1,3,4,3,2,2,3,4,0,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
854,0,25,2,3424,13,3,0.75,4,3,0,1,1,1,1,4,1,1,3,3,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
855,0,33,1,4037,22,5,4.5,9,8,0,8,1,3,1,4,2,1,4,1,1,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
856,0,35,27,2559,11,3,3,6,5,1,1,1,1,3,2,1,1,3,4,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
857,0,36,1,6201,14,1,9,18,14,4,11,1,2,2,3,2,4,3,4,1,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
859,0,32,13,4403,11,3,2.666666667,5,2,0,3,1,4,2,3,2,4,3,3,1,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
861,0,30,5,3761,12,3,1,5,4,0,3,2,4,2,2,1,4,3,2,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
862,0,53,7,10934,18,3,4.375,5,2,0,4,1,2,1,2,3,4,3,4,1,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1
864,0,45,9,10761,12,2,3.6,5,4,0,2,1,3,4,3,3,1,3,3,1,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
865,0,32,8,5175,12,3,1.5,5,3,1,3,1,2,3,4,2,3,3,3,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
867,0,52,25,13826,22,3,7.75,9,8,0,0,2,4,3,2,4,4,4,3,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
868,0,37,16,6334,19,2,1.8,1,0,0,0,1,4,4,2,2,3,3,4,2,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
869,0,28,8,4936,13,6,3,5,1,0,4,1,2,2,2,1,4,3,4,1,3,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
872,0,22,1,4775,22,2,0.571428571,2,2,2,2,1,2,4,2,2,4,4,1,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
874,0,44,8,2818,24,2,3.333333333,3,2,0,2,1,4,1,4,1,4,4,3,1,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
875,0,42,2,2515,14,2,1.333333333,2,1,2,2,2,1,2,3,1,4,3,4,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
878,0,36,8,2342,21,3,6,5,4,0,3,1,3,1,2,1,1,4,3,0,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
879,0,25,3,4194,18,3,2.5,5,3,0,3,1,1,3,3,2,1,3,4,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
880,0,35,9,10685,20,2,8.5,17,14,5,15,1,3,4,2,3,3,4,2,1,3,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1
881,1,35,25,2022,19,3,5,10,2,7,8,2,4,4,3,1,2,3,1,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1
882,0,32,1,2314,12,2,4,3,0,0,2,0,3,4,3,1,4,3,2,1,3,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
885,0,25,4,4256,12,1,2.5,5,2,0,3,1,1,3,2,2,1,3,1,0,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
887,0,49,1,3580,16,2,2.333333333,4,2,0,2,1,3,3,3,1,1,3,2,1,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
888,0,24,4,3162,17,2,6,5,2,3,4,0,1,1,2,1,4,3,4,0,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
889,0,32,5,6524,14,3,5,10,8,5,3,2,2,2,3,2,2,3,4,1,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
893,0,38,9,2899,19,3,3,2,2,1,2,1,3,2,2,1,2,3,4,1,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
894,0,42,3,5231,13,1,5.666666667,5,3,1,3,1,3,3,4,2,4,3,2,1,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1
895,0,31,11,2356,19,2,2,6,4,0,2,1,4,4,3,1,4,3,2,1,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
896,1,29,1,2800,19,3,0.714285714,3,2,0,2,1,3,2,2,1,3,3,3,3,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1
897,0,53,8,11836,14,3,4.666666667,2,0,2,2,1,3,1,3,4,4,3,3,1,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
899,0,35,25,10903,16,2,4,13,10,4,8,1,3,4,2,3,2,3,1,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
900,0,37,21,2973,15,3,1.666666667,5,4,0,0,2,2,3,3,1,4,3,2,1,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
901,0,53,23,14275,18,0,4.714285714,12,9,3,8,1,4,4,3,4,4,3,3,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
902,0,43,1,5562,13,2,2.4,5,2,2,2,2,3,4,3,2,4,3,2,1,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
903,0,47,2,4537,22,2,8,7,6,7,7,1,2,3,3,2,4,4,1,1,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1
904,0,37,19,7642,13,2,5,10,0,0,9,0,2,1,3,3,2,3,4,0,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
905,0,50,2,17924,11,3,15.5,31,6,14,7,0,4,1,3,4,1,3,4,1,3,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
909,0,39,2,5204,11,2,1.444444444,5,4,0,4,1,3,4,2,2,4,3,3,2,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
910,0,33,3,2277,11,4,1.75,4,3,0,3,1,2,4,3,1,2,3,3,1,4,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
911,1,32,25,2795,24,2,0.5,1,0,0,1,1,4,1,3,1,4,4,3,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
912,0,29,7,2532,14,5,1.142857143,4,3,0,3,1,1,1,2,1,4,3,3,3,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
913,0,44,9,2559,13,0,4,8,7,7,1,1,2,2,3,1,1,3,4,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
916,0,28,5,4908,14,3,2,4,2,0,2,1,4,1,3,2,4,3,2,0,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
918,1,58,2,2380,14,3,0.3,1,0,0,0,2,1,4,2,1,4,3,4,1,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
920,0,43,8,4765,21,2,0.8,1,0,0,0,1,3,1,3,2,2,4,3,1,4,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
922,1,20,2,2044,13,3,1,2,2,0,2,1,3,3,2,1,3,3,4,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
923,1,21,18,2693,19,3,0.5,1,0,0,0,1,1,4,3,1,4,3,1,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
924,0,36,14,6586,17,2,17,16,8,4,11,1,1,3,3,2,4,3,1,1,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
925,0,47,2,3294,18,3,1.5,3,2,1,2,1,4,4,2,1,4,3,1,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
926,1,22,3,4171,19,3,4,3,2,0,2,1,1,2,3,2,3,3,1,1,4,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1
927,1,41,2,2778,13,1,2,7,7,1,0,1,4,2,1,1,4,3,3,1,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1
930,0,28,9,2377,18,2,1,2,2,2,2,1,3,3,3,1,3,3,2,1,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
932,1,39,6,2404,21,2,1,2,2,2,2,1,3,4,3,1,1,4,4,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
933,0,27,4,2318,19,2,0.5,1,1,0,0,1,3,2,3,1,3,3,3,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
934,0,34,10,2008,14,3,0.5,1,0,1,0,1,3,2,3,1,2,3,2,2,3,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
936,0,42,14,6244,17,6,1.25,5,4,0,3,1,2,3,2,2,3,3,1,0,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
939,0,33,1,2799,11,1,1.5,3,2,0,2,1,4,3,2,1,1,3,2,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
940,0,58,5,10552,13,3,8,6,0,0,4,1,3,3,2,3,2,3,4,1,3,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1
941,0,31,7,2329,15,2,3.25,7,7,5,2,1,4,2,2,1,3,3,2,0,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
942,0,35,21,4014,25,2,5,10,6,0,7,1,1,4,3,2,4,4,4,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1
944,0,49,8,7403,11,3,5.8,26,9,1,7,1,2,1,3,3,2,3,3,1,2,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
945,0,48,20,2259,17,2,2.6,0,0,0,0,1,4,4,3,1,3,3,1,2,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
947,0,31,20,6932,13,2,4.5,9,8,0,0,0,2,4,3,2,3,3,4,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
949,0,36,7,4678,18,6,2.666666667,6,2,0,1,1,4,2,3,1,4,3,3,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
950,0,38,1,13582,13,3,7.5,15,12,5,11,1,3,4,3,3,1,3,2,1,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
951,0,32,1,2332,20,3,0.714285714,3,0,0,2,0,3,3,2,1,2,4,3,0,3,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
952,1,25,19,2413,18,2,0.5,1,0,0,0,1,2,3,2,1,2,3,3,3,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
954,0,40,10,9705,12,2,3.666666667,1,0,0,0,1,4,1,2,3,2,3,2,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
956,0,26,1,4294,12,2,3.5,7,7,0,7,2,3,3,2,2,1,3,2,0,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
957,0,41,6,4721,13,3,6.666666667,18,13,2,17,1,3,4,3,1,1,3,3,0,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
958,0,36,2,2519,21,6,3.2,11,8,3,9,1,4,3,3,1,3,4,3,0,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
959,1,19,21,2121,13,3,0.5,1,0,0,0,1,3,4,2,1,2,3,2,0,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
960,1,20,4,2973,19,2,0.5,1,0,0,0,1,3,1,3,1,1,3,2,0,3,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
961,0,31,12,5855,11,2,10,9,7,8,5,1,3,4,3,2,4,3,3,2,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1
964,0,40,9,3617,14,2,0.333333333,1,1,0,0,2,4,4,3,1,2,3,4,1,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
966,0,32,3,6725,12,2,4,8,7,6,3,1,4,3,3,2,1,3,3,1,4,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
967,1,36,3,10325,11,6,8,16,7,3,7,1,1,3,2,3,4,3,1,1,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
969,0,33,1,6949,14,3,6,5,0,1,4,1,3,2,2,2,4,3,1,0,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
970,1,37,1,10609,11,2,2.833333333,14,1,11,7,1,4,1,2,3,3,3,3,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
972,0,45,4,4447,12,5,4.5,9,7,0,8,0,2,3,3,2,2,3,2,0,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
974,0,29,20,2157,15,5,1.5,3,1,0,2,2,3,3,3,1,4,3,2,1,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0
975,0,35,18,4601,16,3,2.5,5,2,1,0,1,3,3,3,2,3,3,2,0,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
976,0,52,1,17099,15,2,8.666666667,9,8,7,8,1,2,4,3,4,4,3,2,1,2,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
977,1,58,2,2479,24,4,1.4,1,0,0,0,1,3,4,3,1,3,4,1,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
981,0,53,2,14852,13,3,3.142857143,17,13,15,2,1,2,3,3,4,3,3,3,1,4,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
982,0,30,8,7264,11,2,1.666666667,8,4,7,7,1,2,3,3,3,3,3,1,1,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
983,0,38,10,5666,13,1,3,5,3,1,3,0,3,3,3,2,4,3,2,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1
984,0,35,3,7823,13,2,1.714285714,10,9,0,8,1,4,4,3,3,4,3,2,1,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
985,0,39,2,7880,18,3,9,8,7,0,7,1,5,1,4,3,3,3,4,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
986,1,40,24,13194,16,2,4.4,1,0,0,0,0,3,2,4,4,2,3,4,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1
987,0,47,16,5067,19,3,10,19,10,2,7,2,4,3,4,2,3,3,3,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
990,0,36,8,5079,13,3,2.4,7,7,0,7,0,4,1,3,2,4,3,4,2,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
991,1,31,9,2321,22,0,4,3,2,1,2,0,2,3,2,1,1,4,1,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
992,0,33,17,17444,11,2,5,10,8,6,0,0,3,4,3,4,3,3,4,0,3,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
994,1,29,10,2404,20,5,0.428571429,0,0,0,0,1,3,4,2,1,1,4,3,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1
995,0,33,13,3452,18,4,1.25,3,2,0,2,1,1,2,3,1,4,3,1,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
996,0,45,1,2270,14,2,2,5,3,0,2,1,4,4,3,1,4,3,4,2,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
997,0,50,1,17399,22,1,3.2,5,4,1,3,1,2,4,3,4,4,4,3,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
998,0,33,1,5488,13,2,3,6,5,1,2,2,4,3,4,2,2,3,1,1,3,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1
999,0,41,9,19419,17,2,7,18,16,0,11,2,3,1,3,5,3,3,2,1,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1001,0,27,16,2811,14,2,0.4,2,2,2,2,1,4,3,3,1,2,3,2,1,3,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
1002,0,45,23,3633,15,2,4.5,9,8,0,8,0,2,4,3,2,1,3,3,1,3,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
1003,0,47,4,4163,17,0,4.5,9,0,0,7,1,2,4,3,2,4,3,3,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1
1004,1,30,22,2132,11,2,1.4,5,2,0,1,1,3,1,3,1,3,3,2,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1
1005,0,50,24,13973,18,2,5.5,12,11,1,5,1,3,4,3,4,3,3,4,1,3,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
1006,0,38,10,2684,17,0,3,2,1,0,2,2,1,3,3,1,3,3,2,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1007,0,46,7,10845,13,3,1.857142857,8,7,0,7,1,2,4,3,3,3,3,2,1,3,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1009,0,24,17,4377,15,6,2.5,4,2,3,2,1,1,4,2,2,3,3,2,2,3,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
1010,1,35,14,3743,24,2,2.5,4,2,0,2,1,4,3,2,1,2,4,4,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
